symbol,name,currency,summary,category_group,category,family,exchange
IBDD,iShares iBonds Mar 2023 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays 2023 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing after March 31, 2022 and before April 1, 2023.
 The fund generally will invest at least 90% of its assets in the component securities (including indirect investments through an underlying fund) of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDM,iShares iBonds Dec 2021 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2021 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2021.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2020 and before December 16, 2021. -null-.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDN,iShares iBonds Dec 2022 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2022 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2022.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2021 and before December 16, 2022.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDO,iShares iBonds Dec 2023 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2023 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2023.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2022 and before December 16, 2023.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDP,iShares iBonds Dec 2024 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2024 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2024.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2023 and before December 16, 2024.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDP.MX,iShares Trust - iShares iBonds Dec 2024 Term Corporate ETF,MXN,"This is an iShares iBonds ETF designed to mature in December 2024, holding a portfolio of corporate bonds. The ETF aims to provide a predictable income stream and return of principal at the target maturity date. iShares is a brand of BlackRock, a global investment management firm, with headquarters in New York City.",Fixed Income,Corporate Bonds,BlackRock Asset Management,MEX
IBDQ,iShares iBonds Dec 2025 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2025 Maturity Corporate Index which composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2025.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade corporate bonds scheduled to mature after December 31, 2024 and before December 16, 2025.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDR,iShares iBonds Dec 2026 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2026 Maturity Corporate Index composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2026.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index includes U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDS,iShares iBonds Dec 2027 Term Corporate ETF,USD,"The investment seeks to meet its investment objective generally by investing in component securities of the Bloomberg Barclays December 2027 Maturity Corporate Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of the fund&#39;s operations, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds. The index is composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2027.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDT,iShares iBonds Dec 2028 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2028 Maturity Corporate Index composed of U.S. dollar-denominated, investment-grade corporate bonds maturing in 2028.
 The fund generally will invest at least 90% of its assets in the component securities of the index, except during the last months of its operations. The index consists of U.S. dollar-denominated, investment-grade securities publicly issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion. The fund is non-diversified.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDU,iShares iBonds Dec 2029 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2029 Maturity Corporate Index (the ""underlying index"").
 The fund is a term fund that will terminate on or about December 15, 2029, at which time it will distribute its remaining net assets to shareholders pursuant to a plan of liquidation. The underlying index is composed of U.S. dollar-denominated, taxable, investment-grade (as determined by Bloomberg Index Services Limited (the ""index provider"" or ""Bloomberg"")) corporate bonds scheduled to mature after December 31, 2028 and before December 16, 2029. The fund is non-diversified.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBDV,iShares iBonds Dec 2030 Term Corporate ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays December 2030 Maturity Corporate Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The underlying index consists of U.S. dollar-denominated, investment-grade securities issued by U.S. and non-U.S. corporate issuers that have $300 million or more of outstanding face value at the time of inclusion. It is non-diversified.",Fixed Income,Corporate Bonds,BlackRock Asset Management,PCX
IBEXA.MC,Lyxor Ibex 35 Doble Apalancado Diario UCITS ETF Acc,EUR,"The investment seeks to track the price and yield performance, before fees and expense, of the Ibex 35 Doble Apalancado index.
 The index provides leveraged exposure to the rise or fall in the index IBEX 35.",Derivatives,,Lyxor International Asset Management,MCE
IBGE.L,iShares &#226&#130&#172 Govt Bond 0-1yr UCITS ETF EUR (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Short Treasury (0-12 Month) Bond Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Short Treasury (0-12 Month) Bond Index offers exposure to Euro denominated investment grade government bonds publicly issued in the Eurobond and Euro zone domestic markets with a remaining time to maturity between one month and 12 months. Only bonds with maturity greater than 12 months at issuance and?a minimum amount outstanding of â¬300 million are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,LSE
IBGL.AS,iShares &#226&#130&#172 Govt Bond 15-30yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 15-30 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 15-30 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 26 and 33 years. Only bonds with a minimum calculated life of 15 years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,AMS
IBGL.L,iShares &#226&#130&#172 Govt Bond 15-30yr UCITS ETF EUR (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 15-30 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 15-30 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 26 and 33 years. Only bonds with a minimum calculated life of 15 years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,LSE
IBGL.MI,iShares &#226&#130&#172 Govt Bond 15-30yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 15-30 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 15-30 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 26 and 33 years. Only bonds with a minimum calculated life of 15 years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,MIL
IBGM.AS,iShares &#226&#130&#172 Govt Bond 7-10yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 10 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 10 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 9.5 and 10.5 years. Only bonds with a minimum calculated life of seven years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,AMS
IBGM.L,iShares &#226&#130&#172 Govt Bond 7-10yr UCITS ETF EUR (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 10 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 10 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 9.5 and 10.5 years. Only bonds with a minimum calculated life of seven years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,LSE
IBGM.MI,iShares &#226&#130&#172 Govt Bond 7-10yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 10 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 10 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 9.5 and 10.5 years. Only bonds with a minimum calculated life of seven years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,MIL
IBGMXN.MX,Ishares Public Limited Company - Ishares Government Bond 1-3 year Ucits ETF,MXN,"This is an iShares UCITS ETF that tracks the performance of government bonds with maturities between 1 and 3 years. The ETF offers exposure to a diversified portfolio of short-term government debt. iShares is a brand of BlackRock, a global investment management firm, with headquarters in New York City.",Fixed Income,Government Bonds,BlackRock Asset Management,MEX
IBGS.AS,iShares &#226&#130&#172 Govt Bond 1-3yr UCITS ETF EUR (Dist),EUR,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return on EMU government bonds. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the Bloomberg Barclays Euro Government Bond 1-3 Year Term Index, this Fundâs Benchmark Index. The Fund intends to use optimisation techniques in order to achieve a similar return to the Benchmark Index and it is therefore not expected that the Fund will hold each and every underlying constituent of the Benchmark Index at all times or hold them in the same proportion as their weightings in the Benchmark Index.",Fixed Income,Government Bonds,BlackRock Asset Management,AMS
IBGS.L,iShares &#226&#130&#172 Govt Bond 1-3yr UCITS ETF EUR (Dist),GBP,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return on EMU government bonds. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the Bloomberg Barclays Euro Government Bond 1-3 Year Term Index, this Fundâs Benchmark Index. The Fund intends to use optimisation techniques in order to achieve a similar return to the Benchmark Index and it is therefore not expected that the Fund will hold each and every underlying constituent of the Benchmark Index at all times or hold them in the same proportion as their weightings in the Benchmark Index.",Fixed Income,Government Bonds,BlackRock Asset Management,LSE
IBGS.MI,iShares &#226&#130&#172 Govt Bond 1-3yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 1-3 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 1-3 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 1.25 and 3.25 years. Only bonds with a minimum calculated life of 1.25 years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,MIL
IBGS.SW,iShares &#226&#130&#172 Govt Bond 1-3yr UCITS ETF EUR (Dist),CHF,"The investment objective of this Fund is to provide investors with a total return, taking into account both capital and income returns, which reflects the return on EMU government bonds. In order to achieve this investment objective, the investment policy of the Fund is to invest in a portfolio of fixed income securities that as far as possible and practicable consist of the component securities of the Bloomberg Barclays Euro Government Bond 1-3 Year Term Index, this Fundâs Benchmark Index. The Fund intends to use optimisation techniques in order to achieve a similar return to the Benchmark Index and it is therefore not expected that the Fund will hold each and every underlying constituent of the Benchmark Index at all times or hold them in the same proportion as their weightings in the Benchmark Index.",Fixed Income,Government Bonds,BlackRock Asset Management,EBS
IBGSN.MX,iShares Public Limited Company - iShares Euro Govt Bond 1-3yr UCITS ETF,MXN,"This is an iShares UCITS ETF that tracks the performance of Euro-denominated government bonds with maturities between 1 and 3 years. The ETF provides exposure to a portfolio of short-term Euro government debt. iShares is a brand of BlackRock, a global investment management firm, with headquarters in New York City.",Fixed Income,Government Bonds,BlackRock Asset Management,MEX
IBGX.AS,iShares &#226&#130&#172 Govt Bond 3-5yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 5 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 5 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 4.5 and 5.5 years. Only bonds with a minimum calculated life of three years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,AMS
IBGX.L,iShares &#226&#130&#172 Govt Bond 3-5yr UCITS ETF EUR (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 5 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 5 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 4.5 and 5.5 years. Only bonds with a minimum calculated life of three years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,LSE
IBGX.MI,iShares &#226&#130&#172 Govt Bond 3-5yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 5 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 5 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 4.5 and 5.5 years. Only bonds with a minimum calculated life of three years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,MIL
IBGX.SW,iShares &#226&#130&#172 Govt Bond 3-5yr UCITS ETF EUR (Dist),CHF,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government Bond 5 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government Bond 5 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with an original term between 4.5 and 5.5 years. Only bonds with a minimum calculated life of three years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,EBS
IBGY.L,iShares &#226&#130&#172 Govt Bond 5-7yr UCITS ETF EUR (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government 5-7 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government 5-7 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with a calculated life between five and seven years. Only bonds with an original term between 5.5 and 10.25 years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,LSE
IBGY.MI,iShares &#226&#130&#172 Govt Bond 5-7yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government 5-7 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government 5-7 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with a calculated life between five and seven years. Only bonds with an original term between 5.5 and 10.25 years and?a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,MIL
IBGZ.L,iShares &#226&#130&#172 Govt Bond 10-15yr UCITS ETF EUR (Dist),GBP,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government 10-15 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government 10-15 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with a calculated life between ten and 15 years. Only bonds with a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,LSE
IBGZ.MI,iShares &#226&#130&#172 Govt Bond 10-15yr UCITS ETF EUR (Dist),EUR,"The fund is an exchange traded fund (ETF) that aims to track the performance of the Barclays Euro Government 10-15 Year Term Index as closely as possible.
The ETF invests in physical index securities. The Barclays Euro Government 10-15 Year Term Index offers exposure to Euro denominated investment grade government bonds issued by EMU member states with a calculated life between ten and 15 years. Only bonds with a minimum amount outstanding of â¬2 billion are included in the index. iShares ETFs are funds managed by BlackRock. They are transparent, cost-efficient, liquid vehicles that trade on stock exchanges like normal securities. iShares ETFs offer flexible and easy access to a wide range of markets and asset classes.",Fixed Income,Government Bonds,BlackRock Asset Management,MIL
IBHA,iShares iBonds 2021 Term High Yield and Income ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays 2021 Term High Yield and Income Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is composed of U.S. dollar-denominated, taxable, fixed-rate, high yield and BBB or equivalently rated corporate bonds scheduled to mature between January 1, 2021 and December 15, 2021, inclusive. The fund is non-diversified.",Fixed Income,High Yield Bonds,BlackRock Asset Management,BTS
IBHB,iShares iBonds 2022 Term High Yield and Income ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays 2022 Term High Yield and Income Index.
 The fund generally will invest at least 90% of its assets in the component securities of the index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index is composed of U.S. dollar-denominated, high yield and other income generating corporate bonds maturing in 2022. The fund is non-diversified.",Fixed Income,High Yield Bonds,BlackRock Asset Management,BTS
IBHC,iShares iBonds 2023 Term High Yield and Income ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays 2023 Term High Yield and Income Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is composed of U.S. dollar-denominated, taxable, fixed-rate, high yield and BBB or equivalently rated corporate bonds scheduled to mature between January 1, 2023 and December 15, 2023, inclusive. The fund is non-diversified.",Fixed Income,High Yield Bonds,BlackRock Asset Management,BTS
IBHD,iShares iBonds 2024 Term High Yield and Income ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays 2024 Term High Yield and Income Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is composed of U.S. dollar-denominated, taxable, fixed-rate, high yield and BBB or equivalently rated corporate bonds scheduled to mature between January 1, 2024 and December 15, 2024, inclusive. The fund is non-diversified.",Fixed Income,High Yield Bonds,BlackRock Asset Management,BTS
IBHE,iShares iBonds 2025 Term High Yield and Income ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays 2025 Term High Yield and Income Index.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The underlying index is composed of U.S. dollar-denominated, taxable, fixed-rate, high yield and BBB or equivalently rated corporate bonds scheduled to mature between January 1, 2025 and December 15, 2025, inclusive. The fund is non-diversified.",Fixed Income,High Yield Bonds,BlackRock Asset Management,BTS
IBHF,iShares iBonds 2026 Term High Yield and Income ETF,USD,"The investment seeks to track the investment results of the Bloomberg Barclays 2026 Term High Yield and Income Index composed of U.S. dollar-denominated, high yield and other income generating corporate bonds maturing in 2026.
 The fund seeks to meet its investment objective generally by investing in component securities of the index. The index is composed of U.S. dollar-denominated, taxable, fixed-rate, high yield (which are considered below investment-grade) and BBB or equivalently rated corporate bonds scheduled to mature between January 1, 2026 and December 15, 2026, inclusive. The fund is non-diversified.",Fixed Income,High Yield Bonds,BlackRock Asset Management,BTS
IBITEC-F.TA,I.B.I Mutual Funds Management (1978) Ltd. - I.B.I. (5D) Tech Fund-High Tech,ILA,"This is a technology fund managed by I.B.I Mutual Funds Management (1978) Ltd, focusing on high-tech investments. The fund invests in companies within the technology sector. I.B.I Mutual Funds Management is based in Israel.",Information Technology,,,TLV
IBMJ,iShares iBonds Dec 2021 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Dec 2021 IndexTM, which measures the performance of investment-grade, non-callable U.S. municipal bonds maturing in 2021.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index.",Fixed Income,Municipal Bonds,BlackRock Asset Management,PCX
IBMK,iShares iBonds Dec 2022 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Dec 2022 IndexTM, which measures the performance of investment-grade, non-callable U.S. municipal bonds maturing in 2022.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents, including shares of money market funds advised by BFA or its affiliates, as well as in securities not included in the underlying index, but which BFA believes will help the fund track the underlying index.",Fixed Income,Municipal Bonds,BlackRock Asset Management,PCX
IBML,iShares iBonds Dec 2023 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Dec 2023 IndexTM composed of investment-grade U.S. municipal bonds maturing after December 31, 2022 and before December 2, 2023.
 The fund generally will invest at least 90% of its assets in the component securities of the index, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The index includes municipal bonds primarily from issuers that are state or local governments or agencies such that the interest on the bonds is exempt from U.S. federal income taxes.",Fixed Income,Municipal Bonds,BlackRock Asset Management,BTS
IBMM,iShares iBonds Dec 2024 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of S&P AMT-Free Municipal Series Dec 2024 IndexTM.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index. The index measures the performance of investment-grade (as determined by the index provider), tax-exempt U.S. municipal bonds maturing in 2024. It includes municipal bonds primarily from issuers that are state or local governments or agencies such that the interest on the bonds is exempt from U.S. federal income taxes.",Fixed Income,Municipal Bonds,BlackRock Asset Management,BTS
IBMN,iShares iBonds Dec 2025 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Dec 2025 IndexTM composed of investment-grade U.S. municipal bonds maturing after December 31, 2024 and before December 2, 2025.
 The index includes municipal bonds primarily from issuers that are state or local governments or agencies such that the interest on the bonds is exempt from U.S. federal income taxes and the federal AMT. The fund generally will invest at least 90% of its assets in the component securities of the index, except during the last months of the fund&#39;s operations.",Fixed Income,Municipal Bonds,BlackRock Asset Management,BTS
IBMO,iShares iBonds Dec 2026 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Callable-Adjusted Dec 2026 IndexTM composed of investment-grade U.S. municipal bonds expected to mature or be redeemed before December 2, 2026.
 The fund generally will invest at least 90% of its assets in the component securities of the underlying index, except during the last months of the fund&#39;s operations, and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",Fixed Income,Municipal Bonds,BlackRock Asset Management,BTS
IBMP,iShares iBonds Dec 2027 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Callable-Adjusted Dec 2027 IndexTM.
 The index measures the performance of investment-grade (as determined by S&P Dow Jones Indices LLC), non-callable and callable U.S. municipal bonds expected to mature or be redeemed after December 31, 2026 and prior to December 2, 2027. The fund generally will invest at least 90% of its assets in the component securities of the index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",Fixed Income,Municipal Bonds,BlackRock Asset Management,BTS
IBMQ,iShares iBonds Dec 2028 Term Muni Bond ETF,USD,"The investment seeks to track the investment results of the S&P AMT-Free Municipal Series Callable-Adjusted Dec 2028 IndexTM.
 The index measures the performance of investment-grade (as determined by S&P Dow Jones Indices LLC), non-callable and callable U.S. municipal bonds expected to mature or be redeemed after December 31, 2027 and prior to December 2, 2028. The fund generally will invest at least 90% of its assets in the component securities of the index and may invest up to 10% of its assets in certain futures, options and swap contracts, cash and cash equivalents. The fund is non-diversified.",Fixed Income,Municipal Bonds,BlackRock Asset Management,BTS
